ticket,open_time,close_time,symbol,profit
1,2024-01-01 09:00:00,2024-01-01 10:00:00,EURUSD,102.86
2,2024-01-01 11:00:00,2024-01-01 12:00:00,EURUSD,-115.81
3,2024-01-01 13:00:00,2024-01-01 14:00:00,EURUSD,98.17
4,2024-01-01 15:00:00,2024-01-01 16:00:00,EURUSD,-104.99
5,2024-01-01 17:00:00,2024-01-01 18:00:00,EURUSD,114.99
6,2024-01-01 19:00:00,2024-01-01 20:00:00,EURUSD,-75.78
7,2024-01-01 21:00:00,2024-01-01 22:00:00,EURUSD,-118.18
8,2024-01-01 23:00:00,2024-01-02 00:00:00,EURUSD,97.71
9,2024-01-02 01:00:00,2024-01-02 02:00:00,EURUSD,104.67
10,2024-01-02 03:00:00,2024-01-02 04:00:00,EURUSD,79.37
11,2024-01-02 05:00:00,2024-01-02 06:00:00,EURUSD,90.24
12,2024-01-02 07:00:00,2024-01-02 08:00:00,EURUSD,124.55
13,2024-01-02 09:00:00,2024-01-02 10:00:00,EURUSD,118.25
14,2024-01-02 11:00:00,2024-01-02 12:00:00,EURUSD,111.94
15,2024-01-02 13:00:00,2024-01-02 14:00:00,EURUSD,91.23
16,2024-01-02 15:00:00,2024-01-02 16:00:00,EURUSD,-79.35
17,2024-01-02 17:00:00,2024-01-02 18:00:00,EURUSD,99.72
18,2024-01-02 19:00:00,2024-01-02 20:00:00,EURUSD,115.10
19,2024-01-02 21:00:00,2024-01-02 22:00:00,EURUSD,-113.95
20,2024-01-02 23:00:00,2024-01-03 00:00:00,EURUSD,109.07
21,2024-01-03 01:00:00,2024-01-03 02:00:00,EURUSD,-121.39
22,2024-01-03 03:00:00,2024-01-03 04:00:00,EURUSD,115.54
23,2024-01-03 05:00:00,2024-01-03 06:00:00,EURUSD,-120.97
24,2024-01-03 07:00:00,2024-01-03 08:00:00,EURUSD,79.10
25,2024-01-03 09:00:00,2024-01-03 10:00:00,EURUSD,-91.03
26,2024-01-03 11:00:00,2024-01-03 12:00:00,EURUSD,-91.38
27,2024-01-03 13:00:00,2024-01-03 14:00:00,EURUSD,-79.00
28,2024-01-03 15:00:00,2024-01-03 16:00:00,EURUSD,121.87
29,2024-01-03 17:00:00,2024-01-03 18:00:00,EURUSD,128.86
30,2024-01-03 19:00:00,2024-01-03 20:00:00,EURUSD,110.09
31,2024-01-03 21:00:00,2024-01-03 22:00:00,EURUSD,-81.02
32,2024-01-03 23:00:00,2024-01-04 00:00:00,EURUSD,-117.29
33,2024-01-04 01:00:00,2024-01-04 02:00:00,EURUSD,-78.96
34,2024-01-04 03:00:00,2024-01-04 04:00:00,EURUSD,-112.97
35,2024-01-04 05:00:00,2024-01-04 06:00:00,EURUSD,110.05
36,2024-01-04 07:00:00,2024-01-04 08:00:00,EURUSD,98.74
37,2024-01-04 09:00:00,2024-01-04 10:00:00,EURUSD,-99.50
38,2024-01-04 11:00:00,2024-01-04 12:00:00,EURUSD,87.92
39,2024-01-04 13:00:00,2024-01-04 14:00:00,EURUSD,-83.67
40,2024-01-04 15:00:00,2024-01-04 16:00:00,EURUSD,126.99
41,2024-01-04 17:00:00,2024-01-04 18:00:00,EURUSD,-102.79
42,2024-01-04 19:00:00,2024-01-04 20:00:00,EURUSD,85.21
43,2024-01-04 21:00:00,2024-01-04 22:00:00,EURUSD,-102.41
44,2024-01-04 23:00:00,2024-01-05 00:00:00,EURUSD,90.54
45,2024-01-05 01:00:00,2024-01-05 02:00:00,EURUSD,116.42
46,2024-01-05 03:00:00,2024-01-05 04:00:00,EURUSD,92.34
47,2024-01-05 05:00:00,2024-01-05 06:00:00,EURUSD,-115.60
48,2024-01-05 07:00:00,2024-01-05 08:00:00,EURUSD,-123.96
49,2024-01-05 09:00:00,2024-01-05 10:00:00,EURUSD,-97.57
50,2024-01-05 11:00:00,2024-01-05 12:00:00,EURUSD,-116.57
51,2024-01-05 13:00:00,2024-01-05 14:00:00,EURUSD,-117.57
52,2024-01-05 15:00:00,2024-01-05 16:00:00,EURUSD,88.00
53,2024-01-05 17:00:00,2024-01-05 18:00:00,EURUSD,107.28
54,2024-01-05 19:00:00,2024-01-05 20:00:00,EURUSD,93.98
55,2024-01-05 21:00:00,2024-01-05 22:00:00,EURUSD,-83.56
56,2024-01-05 23:00:00,2024-01-06 00:00:00,EURUSD,126.25
57,2024-01-06 01:00:00,2024-01-06 02:00:00,EURUSD,-107.43
58,2024-01-06 03:00:00,2024-01-06 04:00:00,EURUSD,120.27
59,2024-01-06 05:00:00,2024-01-06 06:00:00,EURUSD,-123.57
60,2024-01-06 07:00:00,2024-01-06 08:00:00,EURUSD,-112.15
61,2024-01-06 09:00:00,2024-01-06 10:00:00,EURUSD,-93.73
62,2024-01-06 11:00:00,2024-01-06 12:00:00,EURUSD,-98.17
63,2024-01-06 13:00:00,2024-01-06 14:00:00,EURUSD,118.76
64,2024-01-06 15:00:00,2024-01-06 16:00:00,EURUSD,81.40
65,2024-01-06 17:00:00,2024-01-06 18:00:00,EURUSD,83.16
66,2024-01-06 19:00:00,2024-01-06 20:00:00,EURUSD,-123.88
67,2024-01-06 21:00:00,2024-01-06 22:00:00,EURUSD,-78.77
68,2024-01-06 23:00:00,2024-01-07 00:00:00,EURUSD,-90.26
69,2024-01-07 01:00:00,2024-01-07 02:00:00,EURUSD,124.34
70,2024-01-07 03:00:00,2024-01-07 04:00:00,EURUSD,-89.00
71,2024-01-07 05:00:00,2024-01-07 06:00:00,EURUSD,-85.25
72,2024-01-07 07:00:00,2024-01-07 08:00:00,EURUSD,113.01
73,2024-01-07 09:00:00,2024-01-07 10:00:00,EURUSD,115.25
74,2024-01-07 11:00:00,2024-01-07 12:00:00,EURUSD,131.16
75,2024-01-07 13:00:00,2024-01-07 14:00:00,EURUSD,106.39
76,2024-01-07 15:00:00,2024-01-07 16:00:00,EURUSD,-86.71
77,2024-01-07 17:00:00,2024-01-07 18:00:00,EURUSD,-119.39
78,2024-01-07 19:00:00,2024-01-07 20:00:00,EURUSD,130.49
79,2024-01-07 21:00:00,2024-01-07 22:00:00,EURUSD,80.42
80,2024-01-07 23:00:00,2024-01-08 00:00:00,EURUSD,129.23
81,2024-01-08 01:00:00,2024-01-08 02:00:00,EURUSD,130.52
82,2024-01-08 03:00:00,2024-01-08 04:00:00,EURUSD,115.65
83,2024-01-08 05:00:00,2024-01-08 06:00:00,EURUSD,93.05
84,2024-01-08 07:00:00,2024-01-08 08:00:00,EURUSD,-95.12
85,2024-01-08 09:00:00,2024-01-08 10:00:00,EURUSD,-120.68
86,2024-01-08 11:00:00,2024-01-08 12:00:00,EURUSD,129.00
87,2024-01-08 13:00:00,2024-01-08 14:00:00,EURUSD,129.75
88,2024-01-08 15:00:00,2024-01-08 16:00:00,EURUSD,125.82
89,2024-01-08 17:00:00,2024-01-08 18:00:00,EURUSD,113.61
90,2024-01-08 19:00:00,2024-01-08 20:00:00,EURUSD,87.62
91,2024-01-08 21:00:00,2024-01-08 22:00:00,EURUSD,-78.12
92,2024-01-08 23:00:00,2024-01-09 00:00:00,EURUSD,-85.90
93,2024-01-09 01:00:00,2024-01-09 02:00:00,EURUSD,-81.51
94,2024-01-09 03:00:00,2024-01-09 04:00:00,EURUSD,85.42
95,2024-01-09 05:00:00,2024-01-09 06:00:00,EURUSD,-109.04
96,2024-01-09 07:00:00,2024-01-09 08:00:00,EURUSD,-105.66
97,2024-01-09 09:00:00,2024-01-09 10:00:00,EURUSD,-109.63
98,2024-01-09 11:00:00,2024-01-09 12:00:00,EURUSD,-98.05
99,2024-01-09 13:00:00,2024-01-09 14:00:00,EURUSD,80.87
100,2024-01-09 15:00:00,2024-01-09 16:00:00,EURUSD,82.10
101,2024-01-09 17:00:00,2024-01-09 18:00:00,EURUSD,119.85
102,2024-01-09 19:00:00,2024-01-09 20:00:00,EURUSD,-124.33
103,2024-01-09 21:00:00,2024-01-09 22:00:00,EURUSD,-113.92
104,2024-01-09 23:00:00,2024-01-10 00:00:00,EURUSD,106.87
105,2024-01-10 01:00:00,2024-01-10 02:00:00,EURUSD,102.86
106,2024-01-10 03:00:00,2024-01-10 04:00:00,EURUSD,111.58
107,2024-01-10 05:00:00,2024-01-10 06:00:00,EURUSD,83.17
108,2024-01-10 07:00:00,2024-01-10 08:00:00,EURUSD,-100.24
109,2024-01-10 09:00:00,2024-01-10 10:00:00,EURUSD,109.82
110,2024-01-10 11:00:00,2024-01-10 12:00:00,EURUSD,90.22
111,2024-01-10 13:00:00,2024-01-10 14:00:00,EURUSD,80.29
112,2024-01-10 15:00:00,2024-01-10 16:00:00,EURUSD,92.24
113,2024-01-10 17:00:00,2024-01-10 18:00:00,EURUSD,129.16
114,2024-01-10 19:00:00,2024-01-10 20:00:00,EURUSD,-88.51
115,2024-01-10 21:00:00,2024-01-10 22:00:00,EURUSD,115.68
116,2024-01-10 23:00:00,2024-01-11 00:00:00,EURUSD,83.54
117,2024-01-11 01:00:00,2024-01-11 02:00:00,EURUSD,-99.29
118,2024-01-11 03:00:00,2024-01-11 04:00:00,EURUSD,113.62
119,2024-01-11 05:00:00,2024-01-11 06:00:00,EURUSD,106.52
120,2024-01-11 07:00:00,2024-01-11 08:00:00,EURUSD,89.37
121,2024-01-11 09:00:00,2024-01-11 10:00:00,EURUSD,-114.29
122,2024-01-11 11:00:00,2024-01-11 12:00:00,EURUSD,92.07
123,2024-01-11 13:00:00,2024-01-11 14:00:00,EURUSD,-113.66
124,2024-01-11 15:00:00,2024-01-11 16:00:00,EURUSD,106.54
125,2024-01-11 17:00:00,2024-01-11 18:00:00,EURUSD,79.66
126,2024-01-11 19:00:00,2024-01-11 20:00:00,EURUSD,129.50
127,2024-01-11 21:00:00,2024-01-11 22:00:00,EURUSD,-100.43
128,2024-01-11 23:00:00,2024-01-12 00:00:00,EURUSD,103.26
129,2024-01-12 01:00:00,2024-01-12 02:00:00,EURUSD,94.77
130,2024-01-12 03:00:00,2024-01-12 04:00:00,EURUSD,-115.35
131,2024-01-12 05:00:00,2024-01-12 06:00:00,EURUSD,-79.44
132,2024-01-12 07:00:00,2024-01-12 08:00:00,EURUSD,-108.24
